landing_point_id,id,name,latitude,longitude
18162,callantsoog-netherlands,"Callantsoog, Netherlands",52.836926,4.700759
5789,ostend-belgium,"Ostend, Belgium",51.231123,2.912670
3269,winterton-on-sea-united-kingdom,"Winterton-on-Sea, United Kingdom",52.715209,1.693547
5934,sesimbra-portugal,"Sesimbra, Portugal",38.442693,-9.102751
3130,rostock-germany,"Rostock, Germany",54.078893,12.132390
17400,murdeira-cape-verde,"Murdeira, Cape Verde",16.677110,-22.935310
17399,sal-rei-cape-verde,"Sal Rei, Cape Verde",16.177172,-22.919038
17401,sao-pedro-cape-verde,"Sao Pedro, Cape Verde",16.823422,-25.060809
17392,tarrafalsao-nicolau-cape-verde,"Tarrafal—Sao Nicolau, Cape Verde",16.565883,-24.357159
17390,porto-novosanto-antao-cape-verde,"Porto Novo—Santo Antao, Cape Verde",17.019200,-25.059442
17396,tarrafalsantiago-cape-verde,"Tarrafal—Santiago, Cape Verde",15.276848,-23.751069
17395,nova-sintra-cape-verde,"Nova Sintra, Cape Verde",14.872993,-24.695404
17394,sao-filipe-cape-verde,"Sao Filipe, Cape Verde",14.897142,-24.500922
17393,vila-do-maio-cape-verde,"Vila do Maio, Cape Verde",15.138355,-23.209785
5812,pentaskhinos-cyprus,"Pentaskhinos, Cyprus",34.828481,33.603566
5935,funchal-portugal,"Funchal, Portugal",32.646866,-16.908947
7784,porto-santo-portugal,"Porto Santo, Portugal",33.047316,-16.347668
10726,el-goro-canary-islands-spain,"El Goro, Canary Islands, Spain",27.959398,-15.398743
16017,gimar-canary-islands-spain,"Güimar, Canary Islands, Spain",28.310583,-16.412561
10400,rota-spain,"Rota, Spain",36.626270,-6.363007
7776,santa-cruz-de-la-palma-canary-islands-spain,"Santa Cruz de La Palma, Canary Islands, Spain",28.663182,-17.765245
16016,tinocas-canary-islands-spain,"Tinocas, Canary Islands, Spain",28.134359,-15.487708
5720,alta-vista-canary-islands-spain,"Alta Vista, Canary Islands, Spain",27.999501,-15.699963
7775,candelaria-canary-islands-spain,"Candelaria, Canary Islands, Spain",28.355538,-16.371740
5818,blaabjerg-denmark,"Blaabjerg, Denmark",55.751674,8.329194
10780,south-arne-denmark,"South Arne, Denmark",56.078288,4.228392
5724,tjornuvik-faroe-islands,"Tjornuvik, Faroe Islands",62.289921,-7.147235
10782,tyra-denmark,"Tyra, Denmark",55.715607,4.748508
10781,valdemar-denmark,"Valdemar, Denmark",55.804072,4.564329
5858,vestmannaeyjar-iceland,"Vestmannaeyjar, Iceland",63.437687,-20.267294
5748,grover-beach-ca-united-states,"Grover Beach, CA, United States",35.120633,-120.621422
18138,pagudpud-philippines,"Pagudpud, Philippines",18.624237,120.857986
5793,st-davids-bermuda,"St. David’s, Bermuda",32.312235,-64.769509
9589,tortola-virgin-islands-u-k-,"Tortola, Virgin Islands (U.K.)",18.414782,-64.597243
3824,west-palm-beach-fl-united-states,"West Palm Beach, FL, United States",26.715358,-80.053348
17318,bequia-saint-vincent-and-the-grenadines,"Bequia, Saint Vincent and the Grenadines",12.997564,-61.244707
17320,canouan-saint-vincent-and-the-grenadines,"Canouan, Saint Vincent and the Grenadines",12.699638,-61.338957
17322,carriacou-grenada,"Carriacou, Grenada",12.473707,-61.478618
17314,chateaubelair-saint-vincent-and-the-grenadines,"Chateaubelair, Saint Vincent and the Grenadines",13.290916,-61.240837
17316,conference-grenada,"Conference, Grenada",12.161210,-61.606388
4219,kingstown-saint-vincent-and-the-grenadines,"Kingstown, Saint Vincent and the Grenadines",13.145437,-61.208256
17319,mustique-saint-vincent-and-the-grenadines,"Mustique, Saint Vincent and the Grenadines",12.877712,-61.187126
17315,owia-saint-vincent-and-the-grenadines,"Owia, Saint Vincent and the Grenadines",13.373101,-61.142778
17321,union-island-saint-vincent-and-the-grenadines,"Union Island, Saint Vincent and the Grenadines",12.611405,-61.443181
9594,balchik-bulgaria,"Balchik, Bulgaria",43.414341,28.167437
5530,poti-georgia,"Poti, Georgia",42.150771,41.667623
7689,bull-bay-jamaica,"Bull Bay, Jamaica",17.949941,-76.666652
6048,cayman-brac-cayman-islands,"Cayman Brac, Cayman Islands",19.690333,-79.877640
5799,half-moon-bay-cayman-islands,"Half Moon Bay, Cayman Islands",19.282958,-81.166775
19248,port-antonio-jamaica,"Port Antonio, Jamaica",18.176324,-76.446080
4224,malabo-equatorial-guinea,"Malabo, Equatorial Guinea",3.749793,8.783369
17708,caithness-united-kingdom,"Caithness, United Kingdom",58.568843,-3.794250
17402,ysanden-norway,"Øysanden, Norway",63.333493,10.216425
3077,dublin-ireland,"Dublin, Ireland",53.348045,-6.248261
6035,holyhead-united-kingdom,"Holyhead, United Kingdom",53.306037,-4.630391
3580,charlestown-ri-united-states,"Charlestown, RI, United States",41.411901,-71.645871
9069,paget-bermuda,"Paget, Bermuda",32.280536,-64.788698
14677,blackpool-sands-united-kingdom,"Blackpool Sands, United Kingdom",50.318830,-3.610910
10380,lancresse-bay-guernsey,"L'Ancresse Bay, Guernsey",49.503393,-2.533469
17255,car-nicobar-india,"Car Nicobar, India",9.177491,92.816444
17257,great-nicobar-india,"Great Nicobar, India",7.031331,93.927405
17252,havelock-india,"Havelock, India",11.976058,92.987562
17256,kamorta-india,"Kamorta, India",8.172232,93.481409
17254,little-andaman-india,"Little Andaman, India",10.709053,92.597157
17251,long-island-india,"Long Island, India",12.396491,92.935072
17253,port-blair-india,"Port Blair, India",11.623382,92.726478
17250,rangat-india,"Rangat, India",12.506948,92.913856
9062,pohnpei-micronesia,"Pohnpei",7.786411,159.070274
16967,weno-chuuk-micronesia,"Weno, Chuuk",7.439994,151.858487
3084,lowestoft-united-kingdom,"Lowestoft, United Kingdom",52.471361,1.729175
3141,zandvoort-netherlands,"Zandvoort, Netherlands",52.370406,4.527219
6051,cayeux-sur-mer-france,"Cayeux-sur-Mer, France",50.178809,1.493433
6050,pevensey-bay-united-kingdom,"Pevensey Bay, United Kingdom",50.819019,0.366676
5916,eemshaven-netherlands,"Eemshaven, Netherlands",53.442805,6.816022
16951,endrup-denmark,"Endrup, Denmark",55.523118,8.718389
18155,lanse--beaufils-qc-canada,"L'Anse-à-Beaufils, QC, Canada",48.471770,-64.308964
18156,les-les-de-la-madeleine-qc-canada,"Les Îles-de-la-Madeleine, QC, Canada",47.382588,-61.955700
16969,copa-club-jamaica,"Copa Club, Jamaica",17.942953,-76.689361
8685,morant-point-jamaica,"Morant Point, Jamaica",17.918366,-76.184344
18142,parque-isla-de-salamanca-colombia,"Parque Isla de Salamanca, Colombia",11.012161,-74.611946
18141,puerto-colombia-colombia,"Puerto Colombia, Colombia",11.005175,-74.952778
8720,santa-marta-colombia,"Santa Marta, Colombia",11.241950,-74.205281
5808,tolu-colombia,"Tolu, Colombia",9.496300,-75.558564
14842,fomboni-moheli-comoros,"Fomboni Moheli, Comoros",-12.288236,43.739594
8398,sizewell-united-kingdom,"Sizewell, United Kingdom",52.207130,1.620288
8399,thorpeness-united-kingdom,"Thorpeness, United Kingdom",52.180842,1.613061
3139,zeebrugge-belgium,"Zeebrugge, Belgium",51.330721,3.207006
3707,myrtle-beach-sc-united-states,"Myrtle Beach, SC, United States",33.693568,-78.882676
17589,sunny-isles-fl-united-states,"Sunny Isles, FL, United States",25.938487,-80.121567
3822,wall-township-nj-united-states,"Wall Township, NJ, United States",40.152905,-74.062862
17588,baclayon-philippines,"Baclayon, Philippines",9.622558,123.913547
17586,bacong-philippines,"Bacong, Philippines",9.246331,123.294956
9382,bogo-philippines,"Bogo, Philippines",11.045877,124.007652
17568,boracay-philippines,"Boracay, Philippines",11.949242,121.944812
17560,buenavista-philippines,"Buenavista, Philippines",8.968922,125.420737
10658,cagayan-de-oro-philippines,"Cagayan de Oro, Philippines",8.454228,124.631920
17565,leganes-philippines,"Leganes, Philippines",10.786581,122.589441
16047,masbate-city-philippines,"Masbate City, Philippines",12.366725,123.616686
17566,milagros-philippines,"Milagros, Philippines",12.218125,123.509093
16596,naga-philippines,"Naga, Philippines",10.238242,123.691442
9387,ormoc-philippines,"Ormoc, Philippines",11.006889,124.612779
16597,pasacao-philippines,"Pasacao, Philippines",13.547781,122.950646
7840,roxas-city-philippines,"Roxas City, Philippines",11.583306,122.749987
17567,roxas-philippines,"Roxas, Philippines",12.586435,121.527747
17562,san-carlos-philippines,"San Carlos, Philippines",10.483745,123.412877
17569,san-juan-philippines,"San Juan, Philippines",13.809928,121.448865
17563,san-remigio-philippines,"San Remigio, Philippines",11.083327,123.936339
17587,tagbilaran-philippines,"Tagbilaran, Philippines",9.675425,123.878171
17564,talisay-philippines,"Talisay, Philippines",10.739403,122.967761
17561,toledo-philippines,"Toledo, Philippines",10.376249,123.635241
10893,auki-solomon-islands,"Auki, Solomon Islands",-8.774649,160.701328
10892,honiara-solomon-islands,"Honiara, Solomon Islands",-9.429093,159.949790
10894,noro-solomon-islands,"Noro, Solomon Islands",-8.242077,157.190661
3925,port-moresby-papua-new-guinea,"Port Moresby, Papua New Guinea",-9.479606,147.188520
3030,sydney-new-south-wales-australia,"Sydney, New South Wales, Australia",-33.869880,151.206998
17241,taro-solomon-islands,"Taro, Solomon Islands",-6.708991,156.395911
6279,cannes-france,"Cannes, France",43.552927,7.017354
7765,lle-rousse-france,"L’Île-Rousse, France",42.636510,8.937080
6053,ajaccio-france,"Ajaccio, France",41.919329,8.738642
7766,la-seyne-france,"La Seyne, France",43.102908,5.878097
10368,dadeng-island-china,"Dadeng Island, China",24.556731,118.300967
10369,guanyin-mountain-china,"Guanyin Mountain, China",24.493917,118.188955
10366,guningtou-taiwan,"Guningtou, Taiwan",24.476142,118.307119
10367,lake-ci-taiwan,"Lake Ci, Taiwan",24.455521,118.289737
3170,brighton-united-kingdom,"Brighton, United Kingdom",50.828478,-0.134435
18149,veules-les-roses-france,"Veules-les-Roses, France",49.877295,0.797804
3569,buffalo-ny-united-states,"Buffalo, NY, United States",42.885436,-78.878461
3033,toronto-on-canada,"Toronto, ON, Canada",43.648557,-79.385320
4096,el-segundo-ca-united-states,"El Segundo, CA, United States",33.919920,-118.415955
3331,valparaso-chile,"Valparaíso, Chile",-33.045540,-71.620310
5861,medan-indonesia,"Medan, Indonesia",3.752132,98.676079
17176,panipahan-indonesia,"Panipahan, Indonesia",2.452351,100.313315
8403,barsebck-sweden,"Barsebäck, Sweden",55.770379,12.955436
8402,tuborg-denmark,"Tuborg, Denmark",55.721953,12.545573
8994,landeyjar-iceland,"Landeyjar, Iceland",63.642167,-20.142294
5994,gedebak-odde-denmark,"Gedebak Odde, Denmark",55.012591,14.966665
5993,mielno-poland,"Mielno, Poland",54.259948,16.062270
3268,helsingborg-sweden,"Helsingborg, Sweden",56.043844,12.695866
6065,helsingr-denmark,"Helsingør, Denmark",56.030437,12.592155
14583,mosede-denmark,"Mosede, Denmark",55.575853,12.273015
14584,velling-sweden,"Velling, Sweden",55.471062,12.963835
10737,alsgarde-denmark,"Alsgarde, Denmark",56.074882,12.536882
10739,kristinelund-sweden,"Kristinelund, Sweden",56.134734,12.588640
10813,dhangethi-maldives,"Dhangethi, Maldives",3.608093,72.955589
10812,eydhafushi-maldives,"Eydhafushi, Maldives",5.103230,73.070823
10817,fuvahmulah-maldives,"Fuvahmulah, Maldives",-0.298304,73.426878
10815,gahdhoo-maldives,"Gahdhoo, Maldives",0.288802,73.455491
10814,gan-maldives,"Gan, Maldives",1.918412,73.544651
10816,hithadhoo-maldives,"Hithadhoo, Maldives",-0.606021,73.089183
9215,hulhumale-maldives,"Hulhumale, Maldives",4.211943,73.540159
10811,kulhudhufushi-maldives,"Kulhudhufushi, Maldives",6.622441,73.071409
3887,colombo-sri-lanka,"Colombo, Sri Lanka",6.926734,79.871990
4251,male-maldives,"Male, Maldives",4.166264,73.499925
6015,kelibia-tunisia,"Kelibia, Tunisia",36.849311,11.089910
3215,mazara-del-vallo-italy,"Mazara del Vallo, Italy",37.650130,12.591276
16373,bosaso-somalia,"Bosaso, Somalia",11.275568,49.187930
17979,la-lnea-spain,"La Línea, Spain",36.210322,-5.325190
17977,playa-de-benitez-spain,"Playa de Benitez, Spain",35.893875,-5.334747
17978,playa-de-la-ribera-spain,"Playa de la Ribera, Spain",35.886807,-5.313667
17976,tarifa-spain,"Tarifa, Spain",36.014313,-5.604450
9775,saint-hilaire-de-riez-france,"Saint-Hilaire-de-Riez, France",46.693996,-1.968312
8408,blackpool-united-kingdom,"Blackpool, United Kingdom",53.808660,-3.050754
3171,douglas-isle-of-man,"Douglas, Isle of Man",54.150275,-4.480880
5884,ajigaura-japan,"Ajigaura, Japan",36.383559,140.612279
5931,cavite-philippines,"Cavite, Philippines",14.286268,120.820106
5980,fangshan-taiwan,"Fangshan, Taiwan",22.249202,120.662147
5983,pa-li-taiwan,"Pa Li, Taiwan",25.149984,121.383191
6012,qingdao-china,"Qingdao, China",36.087073,120.342567
5977,shindu-ri-south-korea,"Shindu-Ri, South Korea",36.576252,126.391586
7808,kuching-malaysia,"Kuching, Malaysia",1.520179,110.353707
16634,penarik-indonesia,"Penarik, Indonesia",3.666752,108.290232
16635,terempa-indonesia,"Terempa, Indonesia",3.207108,106.211083
10120,haina-dominican-republic,"Haina, Dominican Republic",18.698999,-70.161839
9600,harbour-view-jamaica,"Harbour View, Jamaica",17.949677,-76.716864
10121,nanny-cay-virgin-islands-u-k-,"Nanny Cay, Virgin Islands (U.K.)",18.414782,-64.597243
17968,haramous-djibouti,"Haramous, Djibouti",11.573679,43.161669
7398,toliara-madagascar,"Toliara, Madagascar",-23.354761,43.663129
15046,akulivik-qc-canada,"Akulivik, QC, Canada",60.817681,-78.144241
13391,chisasibi-qc-canada,"Chisasibi, QC, Canada",53.773604,-78.893455
15035,inukjuak-qc-canada,"Inukjuak, QC, Canada",58.455120,-78.105101
15047,ivujivik-qc-canada,"Ivujivik, QC, Canada",62.416667,-77.916667
15048,kangiqsujuaq-qc-canada,"Kangiqsujuaq, QC, Canada",61.596260,-71.953886
15042,kuujjuarapik-qc-canada,"Kuujjuarapik, QC, Canada",55.274567,-77.763768
15045,puvirnituq-qc-canada,"Puvirnituq, QC, Canada",60.037115,-77.269231
15036,salluit-qc-canada,"Salluit, QC, Canada",62.201285,-75.646856
15043,umiujaq-qc-canada,"Umiujaq, QC, Canada",56.551556,-76.547113
4356,basseterre-saint-kitts-and-nevis,"Basseterre, Saint Kitts and Nevis",17.298452,-62.731229
4202,bridgetown-barbados,"Bridgetown, Barbados",13.098954,-59.613360
4207,castries-saint-lucia,"Castries, Saint Lucia",13.994222,-61.006816
8838,chaguaramas-trinidad-and-tobago,"Chaguaramas, Trinidad and Tobago",10.686161,-61.650810
4906,pointe-a-pitre-guadeloupe,"Pointe-a-Pitre, Guadeloupe",16.241044,-61.533085
17317,port-salines-grenada,"Port Salines, Grenada",12.008817,-61.790580
4260,roseau-dominica,"Roseau, Dominica",15.251799,-61.370732
10728,saint-maarten-sint-maarten,"Saint Maarten, Sint Maarten",18.031041,-63.073709
4239,st-johns-antigua-and-barbuda,"St. John’s, Antigua and Barbuda",17.051484,-61.857939
4195,the-valley-anguilla,"The Valley, Anguilla",18.217405,-63.057205
19250,agat-gu-united-states,"Agat, GU, United States",13.385310,144.657530
7261,eureka-ca-united-states,"Eureka, CA, United States",40.803255,-124.159554
7822,ngeremlengui-palau,"Ngeremlengui, Palau",7.531746,134.560941
9095,tanjung-pakis-indonesia,"Tanjung Pakis, Indonesia",-5.981256,107.120897
9754,sines-portugal,"Sines, Portugal",37.957215,-8.869597
10313,clonshaugh-ireland,"Clonshaugh, Ireland",53.410056,-6.197919
17310,laeso-denmark,"Laeso, Denmark",57.256996,10.887135
17311,varberg-sweden,"Varberg, Sweden",57.105309,12.251277
10320,lyngsa-denmark,"Lyngsa, Denmark",57.244805,10.514618
6170,balluta-bay-malta,"Balluta Bay, Malta",35.934060,14.380045
3214,catania-italy,"Catania, Italy",37.511589,15.067446
3146,lisbon-portugal,"Lisbon, Portugal",38.725683,-9.150189
5941,melkbosstrand-south-africa,"Melkbosstrand, South Africa",-33.727214,18.445764
17591,ruperts-bay-saint-helena-ascension-and-tristan-da-cunha,"Rupert's Bay, Saint Helena",-15.918595,-5.711486
9845,swakopmund-namibia,"Swakopmund, Namibia",-22.678326,14.528091
5863,kilmore-quay-ireland,"Kilmore Quay, Ireland",52.174585,-6.584101
5742,sennen-cove-united-kingdom,"Sennen Cove, United Kingdom",50.076057,-5.698750
5865,sandymount-ireland,"Sandymount, Ireland",53.331420,-6.215449
3324,southport-united-kingdom,"Southport, United Kingdom",53.647931,-3.006369
5943,estepona-spain,"Estepona, Spain",36.427102,-5.145869
5909,ttouan-morocco,"Tétouan, Morocco",35.565921,-5.391816
8948,gibraltar-gibraltar,"Gibraltar, Gibraltar",36.155938,-5.347676
3255,monaco-monaco,"Monaco, Monaco",43.732622,7.417647
4271,tripoli-libya,"Tripoli, Libya",32.877299,13.187272
9596,al-faw-iraq,"Al Faw, Iraq",29.923295,48.531778
7679,al-ghaydah-yemen,"Al Ghaydah, Yemen",16.210382,52.182361
7681,al-hudaydah-yemen,"Al Hudaydah, Yemen",14.685559,43.008540
7729,al-khobar-saudi-arabia,"Al Khobar, Saudi Arabia",26.286172,50.214199
4294,al-safat-kuwait,"Al Safat, Kuwait",29.369931,47.976505
7646,al-seeb-oman,"Al Seeb, Oman",23.684700,58.176107
8848,bandar-abbas-iran,"Bandar Abbas, Iran",27.187167,56.274351
8849,chabahar-iran,"Chabahar, Iran",25.298226,60.629621
3270,dubai-united-arab-emirates,"Dubai, United Arab Emirates",25.269340,55.308433
7645,khasab-oman,"Khasab, Oman",26.181307,56.246812
4188,manama-bahrain,"Manama, Bahrain",26.228972,50.575820
7706,trivendrum-india,"Trivendrum, India",8.798144,76.970235
15833,okha-russia,"Okha, Russia",53.577549,142.942453
15834,ola-russia,"Ola, Russia",59.583344,151.283366
15832,ust-bolsheretsk-russia,"Ust-Bolsheretsk, Russia",52.812414,156.287073
5746,dunnet-bay-united-kingdom,"Dunnet Bay, United Kingdom",58.615312,-3.346212
5725,funningsfjordur-faroe-islands,"Funningsfjordur, Faroe Islands",62.244107,-6.928144
5859,seydisfjordur-iceland,"Seydisfjordur, Iceland",65.251345,-14.018031
3225,aldeburgh-united-kingdom,"Aldeburgh, United Kingdom",52.157843,1.590600
3144,domburg-netherlands,"Domburg, Netherlands",51.563953,3.496166
3554,bandon-or-united-states,"Bandon, OR, United States",43.118557,-124.408236
5839,puttgarden-germany,"Puttgarden, Germany",54.496064,11.212469
5814,rodbyhavn-denmark,"Rodbyhavn, Denmark",54.663072,11.358660
3871,kuwait-city-kuwait,"Kuwait City, Kuwait",29.374016,47.974747
8896,ilo-peru,"Ilo, Peru",-17.641170,-71.323707
5930,lurin-peru,"Lurin, Peru",-12.278527,-76.874285
9427,puerto-montt-chile,"Puerto Montt, Chile",-41.460372,-72.953414
17032,puerto-williams-chile,"Puerto Williams, Chile",-54.935201,-67.605861
15180,punta-arenas-chile,"Punta Arenas, Chile",-53.166655,-70.933333
17033,tortel-chile,"Tortel, Chile",-47.801215,-73.536887
14805,kaliko-haiti,"Kaliko, Haiti",18.864587,-72.608712
7687,montego-bay-jamaica,"Montego Bay, Jamaica",18.469360,-77.921379
5999,meremisa-estonia,"Meremöisa, Estonia",59.400847,24.276620
9763,island-park-ny-united-states,"Island Park, NY, United States",40.600303,-73.655928
9762,northport-ny-united-states,"Northport, NY, United States",40.909455,-73.344112
5836,plerin-france,"Plerin, France",48.534742,-2.768088
5741,skewjack-united-kingdom,"Skewjack, United Kingdom",50.063560,-5.675068
4363,aqaba-jordan,"Aqaba, Jordan",29.531756,35.006983
17590,geoje-south-korea,"Geoje, South Korea",34.894322,128.621167
5889,miura-japan,"Miura, Japan",35.144034,139.620678
3082,porthcurno-united-kingdom,"Porthcurno, United Kingdom",50.043049,-5.654512
5855,tong-fuk-china,"Tong Fuk, China",22.227384,113.932122
5892,wada-japan,"Wada, Japan",35.035850,140.016772
14657,corvo-portugal,"Corvo, Portugal",39.671935,-31.110548
14656,flores-portugal,"Flores, Portugal",39.462212,-31.128517
10123,kaweni-mayotte,"Kaweni, Mayotte",-12.817104,45.165863
14844,puerto-chacabuco-chile,"Puerto Chacabuco, Chile",-45.458301,-72.805099
14843,quellon-chile,"Quellon, Chile",-43.117474,-73.479464
19240,puerto-ayora-ecuador,"Puerto Ayora, Ecuador",-0.742407,-90.311297
19132,puerto-baquerizo-moreno-ecuador,"Puerto Baquerizo Moreno, Ecuador",-0.909205,-89.614345
19241,puerto-general-villamil-ecuador,"Puerto General Villamil, Ecuador",-0.961038,-90.962113
10338,deeside-clwyd-united-kingdom,"Deeside Clwyd, United Kingdom",53.201727,-3.027560
10907,lusk-ireland,"Lusk, Ireland",53.526254,-6.165888
5117,novorossiysk-russia,"Novorossiysk, Russia",44.723631,37.772801
5092,sochi-russia,"Sochi, Russia",43.615504,39.725827
14585,markgrafenheide-germany,"Markgrafenheide, Germany",54.191405,12.149480
5922,bonny-nigeria,"Bonny, Nigeria",4.429324,7.178429
17230,kwa-ibo-nigeria,"Kwa Ibo, Nigeria",4.543804,7.997435
8834,baillif-guadeloupe,"Baillif, Guadeloupe",16.028941,-61.713945
8836,jarry-guadeloupe,"Jarry, Guadeloupe",16.243013,-61.554863
7876,saint-barthelemy-guadeloupe,"Saint Barthelemy, Guadeloupe",17.900060,-62.833377
7875,saint-martin-guadeloupe,"Saint Martin, Guadeloupe",18.092782,-63.050076
10605,kungsbacka-sweden,"Kungsbacka, Sweden",57.487481,12.076238
10606,saeby-denmark,"Saeby, Denmark",57.330829,10.516571
13465,korsor-denmark,"Korsor, Denmark",55.325755,11.149383
13466,nybor-denmark,"Nybor, Denmark",55.324102,10.799481
5968,maiquetia-venezuela,"Maiquetia, Venezuela",10.599398,-66.960328
3808,tuckerton-nj-united-states,"Tuckerton, NJ, United States",39.603885,-74.337910
8561,st-pauls-bay-malta,"St. Paul's Bay, Malta",35.950505,14.415591
5704,noumea-new-caledonia,"Noumea, New Caledonia",-22.303032,166.439116
18082,mont-dore-new-caledonia,"Mont-Dore, New Caledonia",-22.265408,166.563628
18078,quanono-new-caledonia,"Quanono, New Caledonia",-20.937043,167.260454
4268,suva-fiji,"Suva, Fiji",-18.123812,178.437448
18079,tadine-new-caledonia,"Tadine, New Caledonia",-21.548052,167.879521
18080,vao-new-caledonia,"Vao, New Caledonia",-22.671929,167.494243
18081,yate-new-caledonia,"Yate, New Caledonia",-22.158962,166.945049
5767,bellport-ny-united-states,"Bellport, NY, United States",40.755544,-72.937814
3067,bilbao-spain,"Bilbao, Spain",43.268344,-2.946164
16718,aasiaat-greenland,"Aasiaat, Greenland",68.706972,-52.859117
16719,maniitsoq-greenland,"Maniitsoq, Greenland",65.407680,-52.905723
8488,nuuk-greenland,"Nuuk, Greenland",64.181132,-51.729967
16720,sisimiut-greenland,"Sisimiut, Greenland",66.939467,-53.673386
8542,milton-nl-canada,"Milton, NL, Canada",48.207613,-53.960239
8543,qaqortoq-greenland,"Qaqortoq, Greenland",60.718937,-46.035391
17028,dania-beach-fl-united-states,"Dania Beach, FL, United States",26.052316,-80.143941
17027,guantanamo-bay-cuba,"Guantanamo Bay, Cuba",19.939616,-75.158166
17029,punta-salina-pr-united-states,"Punta Salina, PR, United States",18.472994,-66.185751
9038,coleraine-united-kingdom,"Coleraine, United Kingdom",55.130735,-6.676191
3640,halifax-ns-canada,"Halifax, NS, Canada",44.645798,-63.573953
5736,brean-united-kingdom,"Brean, United Kingdom",51.293737,-3.010910
3522,cork-ireland,"Cork, Ireland",51.898335,-8.472771
17547,beausejour-guadeloupe,"Beausejour, Guadeloupe",16.303571,-61.073869
17549,capesterre-belle-eau-guadeloupe,"Capesterre-Belle-Eau, Guadeloupe",16.042421,-61.564689
17546,saint-franois-guadeloupe,"Saint-François, Guadeloupe",16.251099,-61.274455
17548,saint-louis-guadeloupe,"Saint-Louis, Guadeloupe",15.953417,-61.319096
17550,terre-de-haut-guadeloupe,"Terre-de-Haut, Guadeloupe",15.873015,-61.578837
5895,kita-kyushu-japan,"Kita-kyushu, Japan",33.839281,131.032013
5886,okinawa-japan,"Okinawa, Japan",26.212414,127.680550
10375,greve-de-lecq-jersey,"Greve de Lecq, Jersey",49.247947,-2.201438
10374,saints-bay-guernsey,"Saints Bay, Guernsey",49.423326,-2.558029
10232,al-daayen-qatar,"Al Daayen, Qatar",25.538589,51.451893
10233,al-hidd-bahrain,"Al Hidd, Bahrain",26.241585,50.656191
9683,bushehr-iran,"Bushehr, Iran",28.970011,50.842714
8888,la-paz-mexico,"La Paz, Mexico",24.102573,-110.305482
17245,topolobampo-mexico,"Topolobampo, Mexico",25.600695,-109.050369
6347,freeport-tx-united-states,"Freeport, TX, United States",28.949570,-95.344370
17157,pascagoula-ms-united-states,"Pascagoula, MS, United States",30.365757,-88.556124
17541,wenchang-china,"Wenchang, China",20.045319,110.761812
11754,zhuhai-china,"Zhuhai, China",22.270712,113.576727
7879,kwajalein-marshall-islands,"Kwajalein, Marshall Islands",9.189777,167.424370
9060,majuro-marshall-islands,"Majuro, Marshall Islands",7.116244,171.185695
3131,kristiansand-norway,"Kristiansand, Norway",58.150956,7.996260
17094,lecanvey-ireland,"Lecanvey, Ireland",53.770825,-9.696505
17306,port-erin-isle-of-man,"Port Erin, Isle of Man",54.087202,-4.760451
13370,port-grenaugh-isle-of-man,"Port Grenaugh, Isle of Man",54.099993,-4.566671
18099,houstrup-denmark,"Houstrup, Denmark",55.764600,8.193131
4495,newcastle-united-kingdom,"Newcastle, United Kingdom",54.978249,-1.617778
18005,hanstholm-denmark,"Hanstholm, Denmark",57.111642,8.616177
18006,lista-norway,"Lista, Norway",58.064440,6.786930
16358,kapolei-hi-united-states,"Kapolei, HI, United States",21.335426,-158.056900
16442,mangawhai-new-zealand,"Mangawhai, New Zealand",-36.126152,174.574462
3730,pacific-city-or-united-states,"Pacific City, OR, United States",45.201925,-123.962631
9070,pago-pago-american-samoa,"Pago Pago, American Samoa",-14.276549,-170.695713
8973,kawaihae-hi-united-states,"Kawaihae, HI, United States",20.040297,-155.831236
7795,kihei-maui-hi-united-states,"Kihei, Maui, HI, United States",20.782155,-156.463102
16118,ko-olina-hi-united-states,"Ko Olina, HI, United States",21.339702,-158.119498
16116,koko-head-hi-united-states,"Koko Head, HI, United States",21.277562,-157.696012
4822,lihue-hi-united-states,"Lihue, HI, United States",21.974943,-159.368570
16121,kaunakakai-hi-united-states,"Kaunakakai, HI, United States",21.093333,-157.023888
5760,makaha-hi-united-states,"Makaha, HI, United States",21.463431,-158.220648
16122,manele-bay-hi-united-states,"Manele Bay, HI, United States",20.743438,-156.896891
10373,pembroke-guernsey,"Pembroke, Guernsey",49.509544,-2.537619
7834,ishikari-japan,"Ishikari, Japan",43.171390,141.315526
8366,nevelsk-russia,"Nevelsk, Russia",46.684449,141.859153
14804,huahine-french-polynesia,"Huahine, French Polynesia",-16.730056,-151.000069
14798,moorea-french-polynesia,"Moorea, French Polynesia",-17.538775,-149.829562
8974,papenoo-french-polynesia,"Papenoo, French Polynesia",-17.512340,-149.441086
14799,uturoa-french-polynesia,"Uturoa, French Polynesia",-16.730909,-151.443037
14800,vaitape-french-polynesia,"Vaitape, French Polynesia",-16.506278,-151.749531
8663,tripoli-lebanon,"Tripoli, Lebanon",34.439420,35.859131
9595,bali-indonesia,"Bali, Indonesia",-8.464412,115.596965
9716,balikpapan-indonesia,"Balikpapan, Indonesia",-1.265365,116.831193
16717,madura-indonesia,"Madura, Indonesia",-6.902285,113.283466
9720,makassar-indonesia,"Makassar, Indonesia",-5.152185,119.412392
15115,manado-indonesia,"Manado, Indonesia",1.490880,124.839537
16618,tarakan-indonesia,"Tarakan, Indonesia",3.327347,117.578507
