origin,destination,cable_name,cable_id,cable_length,cable_rfs,owners,capacityTBPS
17316,17314,Caribbean Regional Communications Infrastructure Program (CARCIP),caribbean-regional-communications-infrastructure-program-carcip,225 km,2019 June,Digicel,117.75898109148574
17316,4219,Caribbean Regional Communications Infrastructure Program (CARCIP),caribbean-regional-communications-infrastructure-program-carcip,225 km,2019 June,Digicel,117.75898109148574
4219,17316,Caribbean Regional Communications Infrastructure Program (CARCIP),caribbean-regional-communications-infrastructure-program-carcip,225 km,2019 June,Digicel,117.75898109148574
4219,17319,Caribbean Regional Communications Infrastructure Program (CARCIP),caribbean-regional-communications-infrastructure-program-carcip,225 km,2019 June,Digicel,117.75898109148574
17319,4219,Caribbean Regional Communications Infrastructure Program (CARCIP),caribbean-regional-communications-infrastructure-program-carcip,225 km,2019 June,Digicel,117.75898109148574
17319,17315,Caribbean Regional Communications Infrastructure Program (CARCIP),caribbean-regional-communications-infrastructure-program-carcip,225 km,2019 June,Digicel,117.75898109148574
17315,17319,Caribbean Regional Communications Infrastructure Program (CARCIP),caribbean-regional-communications-infrastructure-program-carcip,225 km,2019 June,Digicel,117.75898109148574
17315,17321,Caribbean Regional Communications Infrastructure Program (CARCIP),caribbean-regional-communications-infrastructure-program-carcip,225 km,2019 June,Digicel,117.75898109148574
17321,17315,Caribbean Regional Communications Infrastructure Program (CARCIP),caribbean-regional-communications-infrastructure-program-carcip,225 km,2019 June,Digicel,117.75898109148574
9594,5530,Caucasus Cable System,caucasus-cable-system,"1,200 km",2008 November,Caucasus Online,633.993976636092
5530,9594,Caucasus Cable System,caucasus-cable-system,"1,200 km",2008 November,Caucasus Online,633.993976636092
7689,6048,Cayman-Jamaica Fiber System (CJFS),cayman-jamaica-fiber-system-cjfs,870 km,1997 June,C&W Networks,316.48845752262264
6048,7689,Cayman-Jamaica Fiber System (CJFS),cayman-jamaica-fiber-system-cjfs,870 km,1997 June,C&W Networks,316.48845752262264
6048,5799,Cayman-Jamaica Fiber System (CJFS),cayman-jamaica-fiber-system-cjfs,870 km,1997 June,C&W Networks,316.48845752262264
5799,6048,Cayman-Jamaica Fiber System (CJFS),cayman-jamaica-fiber-system-cjfs,870 km,1997 June,C&W Networks,316.48845752262264
5799,19248,Cayman-Jamaica Fiber System (CJFS),cayman-jamaica-fiber-system-cjfs,870 km,1997 June,C&W Networks,316.48845752262264
19248,5799,Cayman-Jamaica Fiber System (CJFS),cayman-jamaica-fiber-system-cjfs,870 km,1997 June,C&W Networks,316.48845752262264
9434,4224,Ceiba-1,ceiba-1,287 km,2011 June,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),1237.4415066608494
4224,9434,Ceiba-1,ceiba-1,287 km,2011 June,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),1237.4415066608494
9434,10095,Ceiba-2,ceiba-2,290 km,2017,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),1414.9998122101752
10095,9434,Ceiba-2,ceiba-2,290 km,2017,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),1414.9998122101752
10095,4224,Ceiba-2,ceiba-2,290 km,2017,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),1414.9998122101752
4224,10095,Ceiba-2,ceiba-2,290 km,2017,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),1414.9998122101752
17708,14732,Celtic Norse,celtic-norse,"2,243 km",2023 Q4,"Eidsiva Energi,  NTE,  TrønderEnergi",1873.5422048799405
14732,17708,Celtic Norse,celtic-norse,"2,243 km",2023 Q4,"Eidsiva Energi,  NTE,  TrønderEnergi",1873.5422048799405
14732,17402,Celtic Norse,celtic-norse,"2,243 km",2023 Q4,"Eidsiva Energi,  NTE,  TrønderEnergi",1873.5422048799405
17402,14732,Celtic Norse,celtic-norse,"2,243 km",2023 Q4,"Eidsiva Energi,  NTE,  TrønderEnergi",1873.5422048799405
3077,6035,CeltixConnect-1 (CC-1),celtixconnect-1-cc-1,131 km,2012 January,Aqua Comms,1570.4364584039554
6035,3077,CeltixConnect-1 (CC-1),celtixconnect-1-cc-1,131 km,2012 January,Aqua Comms,1570.4364584039554
3580,9069,Challenger Bermuda-1 (CB-1),challenger-bermuda-1-cb-1,"1,448 km",2008 December,OneCommunications,408.36877791093457
9069,3580,Challenger Bermuda-1 (CB-1),challenger-bermuda-1-cb-1,"1,448 km",2008 December,OneCommunications,408.36877791093457
14677,10380,Channel Islands-9 Liberty Submarine Cable,channel-islands-9-liberty-submarine-cable,n.a.,2008 June,JTGlobal,147.30987715158756
10380,14677,Channel Islands-9 Liberty Submarine Cable,channel-islands-9-liberty-submarine-cable,n.a.,2008 June,JTGlobal,147.30987715158756
17255,4191,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
4191,17255,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
4191,17257,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17257,4191,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17257,17252,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17252,17257,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17252,17256,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17256,17252,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17256,17254,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17254,17256,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17254,17251,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17251,17254,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17251,17253,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17253,17251,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17253,17250,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
17250,17253,Chennai-Andaman & Nicobar Islands Cable,chennai-andaman-nicobar-islands-cable,"2,300 km",2020 December,Bharat Sanchar Nigam Ltd. (BSNL),851.1583653213733
9062,16967,Chuuk-Pohnpei Cable,chuuk-pohnpei-cable,"1,200 km",2019 May,Federated States of Micronesia Telecommunications Company,280.6069003119697
16967,9062,Chuuk-Pohnpei Cable,chuuk-pohnpei-cable,"1,200 km",2019 May,Federated States of Micronesia Telecommunications Company,280.6069003119697
3084,3141,Circe North,circe-north,203 km,1999 February,"VTLWavenet,  euNetworks",1190.3048959073035
3141,3084,Circe North,circe-north,203 km,1999 February,"VTLWavenet,  euNetworks",1190.3048959073035
6051,6050,Circe South,circe-south,115 km,1999 February,"VTLWavenet,  euNetworks",1463.123770959057
6050,6051,Circe South,circe-south,115 km,1999 February,"VTLWavenet,  euNetworks",1463.123770959057
5916,16951,COBRAcable,cobracable,304 km,2019 November,Relined,1742.5798573080897
16951,5916,COBRAcable,cobracable,304 km,2019 November,Relined,1742.5798573080897
18155,18156,COGIM,cogim,438 km,2005,Télébec,570.4384915208157
18156,18155,COGIM,cogim,438 km,2005,Télébec,570.4384915208157
3563,5693,Colombia-Florida Subsea Fiber (CFX-1),colombia-florida-subsea-fiber-cfx-1,"2,400 km",2008 August,C&W Networks,765.6647737787362
5693,3563,Colombia-Florida Subsea Fiber (CFX-1),colombia-florida-subsea-fiber-cfx-1,"2,400 km",2008 August,C&W Networks,765.6647737787362
5693,16969,Colombia-Florida Subsea Fiber (CFX-1),colombia-florida-subsea-fiber-cfx-1,"2,400 km",2008 August,C&W Networks,765.6647737787362
16969,5693,Colombia-Florida Subsea Fiber (CFX-1),colombia-florida-subsea-fiber-cfx-1,"2,400 km",2008 August,C&W Networks,765.6647737787362
16969,8685,Colombia-Florida Subsea Fiber (CFX-1),colombia-florida-subsea-fiber-cfx-1,"2,400 km",2008 August,C&W Networks,765.6647737787362
8685,16969,Colombia-Florida Subsea Fiber (CFX-1),colombia-florida-subsea-fiber-cfx-1,"2,400 km",2008 August,C&W Networks,765.6647737787362
5693,18142,Colombian Festoon,colombian-festoon,400 km,1997,n.a.,331.0687659804648
18142,5693,Colombian Festoon,colombian-festoon,400 km,1997,n.a.,331.0687659804648
18142,18141,Colombian Festoon,colombian-festoon,400 km,1997,n.a.,331.0687659804648
18141,18142,Colombian Festoon,colombian-festoon,400 km,1997,n.a.,331.0687659804648
18141,8720,Colombian Festoon,colombian-festoon,400 km,1997,n.a.,331.0687659804648
8720,18141,Colombian Festoon,colombian-festoon,400 km,1997,n.a.,331.0687659804648
8720,5808,Colombian Festoon,colombian-festoon,400 km,1997,n.a.,331.0687659804648
5808,8720,Colombian Festoon,colombian-festoon,400 km,1997,n.a.,331.0687659804648
5758,3824,Columbus-II b,columbus-ii-b,"2,068 km",1994 December,n.a.,1710.9578948811543
3824,5758,Columbus-II b,columbus-ii-b,"2,068 km",1994 December,n.a.,1710.9578948811543
14331,5945,Columbus-III Azores-Portugal,columbus-iii-azores-portugal,n.a.,1999 December,Altice Portugal,1482.228793683759
5945,14331,Columbus-III Azores-Portugal,columbus-iii-azores-portugal,n.a.,1999 December,Altice Portugal,1482.228793683759
14840,14842,Comoros Domestic Cable System,comoros-domestic-cable-system,n.a.,2010,Comores Telecom,908.731005383906
14842,14840,Comoros Domestic Cable System,comoros-domestic-cable-system,n.a.,2010,Comores Telecom,908.731005383906
14842,14841,Comoros Domestic Cable System,comoros-domestic-cable-system,n.a.,2010,Comores Telecom,908.731005383906
14841,14842,Comoros Domestic Cable System,comoros-domestic-cable-system,n.a.,2010,Comores Telecom,908.731005383906
8398,8399,Concerto,concerto,550 km,1999,GTT,1538.5719628319985
8399,8398,Concerto,concerto,550 km,1999,GTT,1538.5719628319985
8399,3141,Concerto,concerto,550 km,1999,GTT,1538.5719628319985
3141,8399,Concerto,concerto,550 km,1999,GTT,1538.5719628319985
3141,3139,Concerto,concerto,550 km,1999,GTT,1538.5719628319985
3139,3141,Concerto,concerto,550 km,1999,GTT,1538.5719628319985
3655,3707,Confluence-1,confluence-1,"2,571 km",2023,Confluence Networks,585.3158984372344
3707,3655,Confluence-1,confluence-1,"2,571 km",2023,Confluence Networks,585.3158984372344
3707,17589,Confluence-1,confluence-1,"2,571 km",2023,Confluence Networks,585.3158984372344
17589,3707,Confluence-1,confluence-1,"2,571 km",2023,Confluence Networks,585.3158984372344
17589,4862,Confluence-1,confluence-1,"2,571 km",2023,Confluence Networks,585.3158984372344
4862,17589,Confluence-1,confluence-1,"2,571 km",2023,Confluence Networks,585.3158984372344
4862,3822,Confluence-1,confluence-1,"2,571 km",2023,Confluence Networks,585.3158984372344
3822,4862,Confluence-1,confluence-1,"2,571 km",2023,Confluence Networks,585.3158984372344
17588,17586,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17586,17588,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17586,9382,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
9382,17586,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
9382,17568,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17568,9382,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17568,17560,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17560,17568,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17560,10658,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
10658,17560,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
10658,9385,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
9385,10658,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
9385,17565,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17565,9385,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17565,16047,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
16047,17565,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
16047,17566,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17566,16047,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17566,16596,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
16596,17566,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
16596,9387,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
9387,16596,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
9387,16597,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
16597,9387,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
16597,7840,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
7840,16597,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
7840,17567,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17567,7840,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17567,17562,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17562,17567,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17562,17569,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17569,17562,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17569,17563,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17563,17569,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17563,17587,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17587,17563,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17587,17564,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17564,17587,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17564,14655,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
14655,17564,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
14655,17561,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
17561,14655,Converge Domestic Submarine Cable Network (CDSCN),converge-domestic-submarine-cable-network-cdscn,"1,300 km",2021,Converge ICT,1351.1784123718817
10893,10892,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
10892,10893,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
10892,10894,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
10894,10892,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
10894,3925,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
3925,10894,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
3925,3030,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
3030,3925,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
3030,17241,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
17241,3030,Coral Sea Cable System (CS²),coral-sea-cable-system-cs,"4,700 km",2020 February,"Solomon Island Submarine Cable Company,  PNG DataCo Limited",880.5022170985898
6279,7765,Corse-Continent 4 (CC4),corse-continent-4-cc4,190 km,1992,Orange,1104.0199401747245
7765,6279,Corse-Continent 4 (CC4),corse-continent-4-cc4,190 km,1992,Orange,1104.0199401747245
6053,7766,Corse-Continent 5 (CC5),corse-continent-5-cc5,299 km,1995,Orange,1763.7933966074563
7766,6053,Corse-Continent 5 (CC5),corse-continent-5-cc5,299 km,1995,Orange,1763.7933966074563
10368,10369,Cross Straits Cable Network,cross-straits-cable-network,21 km,2012 August,"Chunghwa Telecom,  China Telecom,  China Unicom,  China Mobile",1271.3656737156211
10369,10368,Cross Straits Cable Network,cross-straits-cable-network,21 km,2012 August,"Chunghwa Telecom,  China Telecom,  China Unicom,  China Mobile",1271.3656737156211
10369,10366,Cross Straits Cable Network,cross-straits-cable-network,21 km,2012 August,"Chunghwa Telecom,  China Telecom,  China Unicom,  China Mobile",1271.3656737156211
10366,10369,Cross Straits Cable Network,cross-straits-cable-network,21 km,2012 August,"Chunghwa Telecom,  China Telecom,  China Unicom,  China Mobile",1271.3656737156211
10366,10367,Cross Straits Cable Network,cross-straits-cable-network,21 km,2012 August,"Chunghwa Telecom,  China Telecom,  China Unicom,  China Mobile",1271.3656737156211
10367,10366,Cross Straits Cable Network,cross-straits-cable-network,21 km,2012 August,"Chunghwa Telecom,  China Telecom,  China Unicom,  China Mobile",1271.3656737156211
3170,18149,CrossChannel Fibre,crosschannel-fibre,155 km,2021 October,Crosslake Fibre,1920.0
18149,3170,CrossChannel Fibre,crosschannel-fibre,155 km,2021 October,Crosslake Fibre,1920.0
3569,3033,Crosslake Fibre,crosslake-fibre,59 km,2019 October,Crosslake Fibre,259.97975052272966
3033,3569,Crosslake Fibre,crosslake-fibre,59 km,2019 October,Crosslake Fibre,259.97975052272966
8722,4096,Curie,curie,"10,476 km",2020 Q2,Google,909.3719307037211
4096,8722,Curie,curie,"10,476 km",2020 Q2,Google,909.3719307037211
4096,3331,Curie,curie,"10,476 km",2020 Q2,Google,909.3719307037211
3331,4096,Curie,curie,"10,476 km",2020 Q2,Google,909.3719307037211
7311,5861,DAMAI Cable System,damai-cable-system,575 km,2019 July,Triasmitra,344.0635737746386
5861,7311,DAMAI Cable System,damai-cable-system,575 km,2019 July,Triasmitra,344.0635737746386
5861,17176,DAMAI Cable System,damai-cable-system,575 km,2019 July,Triasmitra,344.0635737746386
17176,5861,DAMAI Cable System,damai-cable-system,575 km,2019 July,Triasmitra,344.0635737746386
8403,8402,Danica North,danica-north,25 km,1998,Telia Carrier,543.3253859588583
8402,8403,Danica North,danica-north,25 km,1998,Telia Carrier,543.3253859588583
5818,8994,DANICE,danice,"2,304 km",2009 August,Farice,931.884593522958
8994,5818,DANICE,danice,"2,304 km",2009 August,Farice,931.884593522958
5994,5993,Denmark-Poland 2,denmark-poland-2,110 km,1991,"TDC Group,  Telia Carrier,  Telenor",717.3499560904388
5993,5994,Denmark-Poland 2,denmark-poland-2,110 km,1991,"TDC Group,  Telia Carrier,  Telenor",717.3499560904388
3268,6065,Denmark-Sweden 15,denmark-sweden-15,5 km,1989,"TDC Group,  Telia Carrier",1164.7307698372238
6065,3268,Denmark-Sweden 15,denmark-sweden-15,5 km,1989,"TDC Group,  Telia Carrier",1164.7307698372238
14583,14584,Denmark-Sweden 16,denmark-sweden-16,15 km,1991,TDC Group,993.8651836778018
14584,14583,Denmark-Sweden 16,denmark-sweden-16,15 km,1991,TDC Group,993.8651836778018
10737,10739,Denmark-Sweden 17,denmark-sweden-17,11 km,1994,"TDC Group,  Tele2",1336.9535277869884
10739,10737,Denmark-Sweden 17,denmark-sweden-17,11 km,1994,"TDC Group,  Tele2",1336.9535277869884
3268,6065,Denmark-Sweden 18,denmark-sweden-18,n.a.,1996,"Telenor,  TDC Group",1693.2187542322813
6065,3268,Denmark-Sweden 18,denmark-sweden-18,n.a.,1996,"Telenor,  TDC Group",1693.2187542322813
10813,10812,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10812,10813,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10812,10817,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10817,10812,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10817,10815,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10815,10817,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10815,10814,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10814,10815,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10814,10816,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10816,10814,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10816,9215,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
9215,10816,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
9215,10811,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
10811,9215,Dhiraagu Cable Network,dhiraagu-cable-network,"1,253 km",2012 April,Dhiraagu,440.071962418576
3887,4251,Dhiraagu-SLT Submarine Cable Network,dhiraagu-slt-submarine-cable-network,850 km,2007 February,"Sri Lanka Telecom,  Dhiraagu",13.433279686373568
4251,3887,Dhiraagu-SLT Submarine Cable Network,dhiraagu-slt-submarine-cable-network,850 km,2007 February,"Sri Lanka Telecom,  Dhiraagu",13.433279686373568
6015,3215,Didon,didon,170 km,2014 May,"Orange Tunisie,  Ooredoo Tunisie",1670.827194414256
3215,6015,Didon,didon,170 km,2014 May,"Orange Tunisie,  Ooredoo Tunisie",1670.827194414256
16373,4177,Djibouti Africa Regional Express 1 (DARE1),djibouti-africa-regional-express-1-dare1,"4,854 km",2021 February,"Djibouti Telecom,  Africa Marine Express,  Telesom,  Hormuud Telecom Somalia,  Golis Telecommunications,  Somtel International,  Telkom Kenya",60.0
4177,16373,Djibouti Africa Regional Express 1 (DARE1),djibouti-africa-regional-express-1-dare1,"4,854 km",2021 February,"Djibouti Telecom,  Africa Marine Express,  Telesom,  Hormuud Telecom Somalia,  Golis Telecommunications,  Somtel International,  Telkom Kenya",60.0
4177,4255,Djibouti Africa Regional Express 1 (DARE1),djibouti-africa-regional-express-1-dare1,"4,854 km",2021 February,"Djibouti Telecom,  Africa Marine Express,  Telesom,  Hormuud Telecom Somalia,  Golis Telecommunications,  Somtel International,  Telkom Kenya",60.0
4255,4177,Djibouti Africa Regional Express 1 (DARE1),djibouti-africa-regional-express-1-dare1,"4,854 km",2021 February,"Djibouti Telecom,  Africa Marine Express,  Telesom,  Hormuud Telecom Somalia,  Golis Telecommunications,  Somtel International,  Telkom Kenya",60.0
4255,5896,Djibouti Africa Regional Express 1 (DARE1),djibouti-africa-regional-express-1-dare1,"4,854 km",2021 February,"Djibouti Telecom,  Africa Marine Express,  Telesom,  Hormuud Telecom Somalia,  Golis Telecommunications,  Somtel International,  Telkom Kenya",60.0
